Geography Type,Geography,Group Name,Group Category,Indicator Name,Indicator Category,Time Period,Time Type,Estimate (%),95% CI (%),Sample Size,Suppression Flag
Jurisdictional Estimates,TX-Rest of State,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Provider Recommendation,Provider Recommended,May 30 – June 26,Monthly,15.6,10.7-22.1,212,0
Jurisdictional Estimates,TX-Rest of State,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,May 30 – June 26,Monthly,85.7,78.9-90.6,204,0
National Estimates,National,Vaccination Status,Total Vaccinated People,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,June 27 – July 31,Monthly,40.8,40.1-41.6,60421,0
National Estimates,National,Vaccination Status,Total Vaccinated People,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,June 27 – July 31,Monthly,79.2,78.5-79.9,58313,0
National Estimates,National,Vaccination Status,Total Vaccinated People,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,June 27 – July 31,Monthly,84,83.4-84.6,59988,0
National Estimates,National,Vaccination Status,Total Vaccinated People,Provider Recommendation,Provider Recommended,June 27 – July 31,Monthly,42.9,42.1-43.7,59992,0
National Estimates,National,Vaccination Status,Total Vaccinated People,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,June 27 – July 31,Monthly,81.8,81.1-82.4,60580,0
National Estimates,National,Vaccination Status,Total Unvaccinated People,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,June 27 – July 31,Monthly,24.7,23.4-26.0,12418,0
National Estimates,National,Vaccination Status,Total Unvaccinated People,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,June 27 – July 31,Monthly,15.7,14.5-16.9,10172,0
National Estimates,National,Vaccination Status,Total Unvaccinated People,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,June 27 – July 31,Monthly,30.4,29.0-31.8,12089,0
National Estimates,National,Vaccination Status,Total Unvaccinated People,Provider Recommendation,Provider Recommended,June 27 – July 31,Monthly,26.9,25.6-28.3,12432,0
National Estimates,National,Vaccination Status,Total Unvaccinated People,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,June 27 – July 31,Monthly,87.5,86.4-88.5,12167,0
National Estimates,National,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,June 27 – July 31,Monthly,51.2,46.7-55.8,1363,0
National Estimates,National,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,June 27 – July 31,Monthly,58.6,53.8-63.2,1234,0
National Estimates,National,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,June 27 – July 31,Monthly,61.3,56.6-65.9,1326,0
National Estimates,National,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Provider Recommendation,Provider Recommended,June 27 – July 31,Monthly,39.2,35.0-43.6,1362,0
National Estimates,National,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,June 27 – July 31,Monthly,83.4,79.3-86.9,1337,0
National Estimates,National,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,June 27 – July 31,Monthly,34.4,32.0-36.9,4296,0
National Estimates,National,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,June 27 – July 31,Monthly,19.3,17.1-21.6,3155,0
National Estimates,National,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,June 27 – July 31,Monthly,39.6,37.2-42.2,4168,0
National Estimates,National,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Provider Recommendation,Provider Recommended,June 27 – July 31,Monthly,27.8,25.6-30.1,4312,0
National Estimates,National,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,June 27 – July 31,Monthly,86.6,84.8-88.2,4243,0
National Estimates,National,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,June 27 – July 31,Monthly,12.5,11.3-13.9,6816,0
National Estimates,National,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,June 27 – July 31,Monthly,4.1,3.4-4.9,5819,0
National Estimates,National,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,June 27 – July 31,Monthly,18.3,16.7-20.0,6631,0
National Estimates,National,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Provider Recommendation,Provider Recommended,June 27 – July 31,Monthly,23.6,21.9-25.5,6804,0
National Estimates,National,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,June 27 – July 31,Monthly,89.1,87.6-90.4,6636,0
Jurisdictional Estimates,Alaska,Vaccination Status,Total Vaccinated People,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,June 27 – July 31,Monthly,32.9,28.5-37.5,593,0
Jurisdictional Estimates,Alaska,Vaccination Status,Total Vaccinated People,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,June 27 – July 31,Monthly,79.5,75.0-83.3,572,0
Jurisdictional Estimates,Alaska,Vaccination Status,Total Vaccinated People,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,June 27 – July 31,Monthly,76.7,72.1-80.6,590,0
Jurisdictional Estimates,Alaska,Vaccination Status,Total Vaccinated People,Provider Recommendation,Provider Recommended,June 27 – July 31,Monthly,40.4,35.7-45.3,587,0
Jurisdictional Estimates,Alaska,Vaccination Status,Total Vaccinated People,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,June 27 – July 31,Monthly,91.7,88.8-93.9,594,0
Jurisdictional Estimates,Alaska,Vaccination Status,Total Unvaccinated People,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,June 27 – July 31,Monthly,15.1,10.0-22.1,169,0
Jurisdictional Estimates,Alaska,Vaccination Status,Total Unvaccinated People,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,June 27 – July 31,Monthly,8.4,4.3-15.9,139,0
Jurisdictional Estimates,Alaska,Vaccination Status,Total Unvaccinated People,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,June 27 – July 31,Monthly,25,18.3-33.2,163,0
Jurisdictional Estimates,Alaska,Vaccination Status,Total Unvaccinated People,Provider Recommendation,Provider Recommended,June 27 – July 31,Monthly,25.4,18.7-33.5,168,0
Jurisdictional Estimates,Alaska,Vaccination Status,Total Unvaccinated People,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,June 27 – July 31,Monthly,85.8,78.6-90.8,167,0
Jurisdictional Estimates,Alaska,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,June 27 – July 31,Monthly,,,,1
Jurisdictional Estimates,Alaska,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,June 27 – July 31,Monthly,,,,1
Jurisdictional Estimates,Alaska,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,June 27 – July 31,Monthly,,,,1
Jurisdictional Estimates,Alaska,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Provider Recommendation,Provider Recommended,June 27 – July 31,Monthly,,,,1
Jurisdictional Estimates,Alaska,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,June 27 – July 31,Monthly,,,,1
Jurisdictional Estimates,Alaska,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,June 27 – July 31,Monthly,16,7.0-32.5,40,0
Jurisdictional Estimates,Alaska,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,June 27 – July 31,Monthly,13.7,4.5-34.5,31,0
Jurisdictional Estimates,Alaska,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,June 27 – July 31,Monthly,34.4,19.7-53.0,38,0
Jurisdictional Estimates,Alaska,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Provider Recommendation,Provider Recommended,June 27 – July 31,Monthly,29.7,16.1-48.2,40,0
Jurisdictional Estimates,Alaska,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,June 27 – July 31,Monthly,80,62.7-90.5,40,0
Jurisdictional Estimates,Alaska,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,June 27 – July 31,Monthly,13.3,7.8-21.7,117,0
Jurisdictional Estimates,Alaska,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,June 27 – July 31,Monthly,2.5,0.6-9.4,97,0
Jurisdictional Estimates,Alaska,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,June 27 – July 31,Monthly,19.7,12.7-29.2,112,0
Jurisdictional Estimates,Alaska,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Provider Recommendation,Provider Recommended,June 27 – July 31,Monthly,25.6,17.9-35.2,116,0
Jurisdictional Estimates,Alaska,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,June 27 – July 31,Monthly,89.7,81.5-94.5,116,0
Jurisdictional Estimates,Alabama,Vaccination Status,Total Vaccinated People,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,June 27 – July 31,Monthly,45.1,41.8-48.4,1423,0
Jurisdictional Estimates,Alabama,Vaccination Status,Total Vaccinated People,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,June 27 – July 31,Monthly,75.2,72.0-78.2,1355,0
Jurisdictional Estimates,Alabama,Vaccination Status,Total Vaccinated People,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,June 27 – July 31,Monthly,68.9,65.6-72.1,1412,0
Jurisdictional Estimates,Alabama,Vaccination Status,Total Vaccinated People,Provider Recommendation,Provider Recommended,June 27 – July 31,Monthly,47.4,44.0-50.7,1419,0
Jurisdictional Estimates,Alabama,Vaccination Status,Total Vaccinated People,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,June 27 – July 31,Monthly,84.9,82.4-87.0,1429,0
Jurisdictional Estimates,Alabama,Vaccination Status,Total Unvaccinated People,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,June 27 – July 31,Monthly,24.1,20.0-28.8,513,0
Jurisdictional Estimates,Alabama,Vaccination Status,Total Unvaccinated People,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,June 27 – July 31,Monthly,14.4,10.8-19.0,404,0
Jurisdictional Estimates,Alabama,Vaccination Status,Total Unvaccinated People,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,June 27 – July 31,Monthly,22.7,18.7-27.2,505,0
Jurisdictional Estimates,Alabama,Vaccination Status,Total Unvaccinated People,Provider Recommendation,Provider Recommended,June 27 – July 31,Monthly,20.8,17.0-25.1,516,0
Jurisdictional Estimates,Alabama,Vaccination Status,Total Unvaccinated People,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,June 27 – July 31,Monthly,87.9,84.3-90.8,497,0
Jurisdictional Estimates,Alabama,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,June 27 – July 31,Monthly,47,30.2-64.6,46,0
Jurisdictional Estimates,Alabama,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,June 27 – July 31,Monthly,55.7,37.1-72.8,41,0
Jurisdictional Estimates,Alabama,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,June 27 – July 31,Monthly,56.6,38.6-73.0,46,0
Jurisdictional Estimates,Alabama,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Provider Recommendation,Provider Recommended,June 27 – July 31,Monthly,31.2,17.9-48.6,46,0
Jurisdictional Estimates,Alabama,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,June 27 – July 31,Monthly,85.9,69.3-94.3,44,0
Jurisdictional Estimates,Alabama,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,June 27 – July 31,Monthly,39.2,31.1-47.8,171,0
Jurisdictional Estimates,Alabama,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,June 27 – July 31,Monthly,21.9,14.5-31.7,114,0
Jurisdictional Estimates,Alabama,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,June 27 – July 31,Monthly,30.1,22.9-38.4,170,0
Jurisdictional Estimates,Alabama,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Provider Recommendation,Provider Recommended,June 27 – July 31,Monthly,22.5,16.3-30.3,173,0
Jurisdictional Estimates,Alabama,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,June 27 – July 31,Monthly,87.3,80.6-91.9,166,0
Jurisdictional Estimates,Alabama,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,June 27 – July 31,Monthly,11.9,8.2-17.1,298,0
Jurisdictional Estimates,Alabama,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,June 27 – July 31,Monthly,5.6,3.0-10.3,252,0
Jurisdictional Estimates,Alabama,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,June 27 – July 31,Monthly,13.5,9.4-18.9,291,0
Jurisdictional Estimates,Alabama,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Provider Recommendation,Provider Recommended,June 27 – July 31,Monthly,18.6,14.0-24.3,299,0
Jurisdictional Estimates,Alabama,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,June 27 – July 31,Monthly,89.2,84.5-92.6,290,0
Jurisdictional Estimates,Arkansas,Vaccination Status,Total Vaccinated People,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,June 27 – July 31,Monthly,46.5,42.5-50.6,924,0
Jurisdictional Estimates,Arkansas,Vaccination Status,Total Vaccinated People,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,June 27 – July 31,Monthly,73.6,69.7-77.2,885,0
Jurisdictional Estimates,Arkansas,Vaccination Status,Total Vaccinated People,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,June 27 – July 31,Monthly,73.4,69.7-76.8,919,0
Jurisdictional Estimates,Arkansas,Vaccination Status,Total Vaccinated People,Provider Recommendation,Provider Recommended,June 27 – July 31,Monthly,43.3,39.3-47.4,918,0
Jurisdictional Estimates,Arkansas,Vaccination Status,Total Vaccinated People,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,June 27 – July 31,Monthly,88.3,85.5-90.7,928,0
Jurisdictional Estimates,Arkansas,Vaccination Status,Total Unvaccinated People,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,June 27 – July 31,Monthly,29.4,23.8-35.8,295,0
Jurisdictional Estimates,Arkansas,Vaccination Status,Total Unvaccinated People,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,June 27 – July 31,Monthly,14.7,10.3-20.6,250,0
Jurisdictional Estimates,Arkansas,Vaccination Status,Total Unvaccinated People,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,June 27 – July 31,Monthly,29.2,23.6-35.5,289,0
Jurisdictional Estimates,Arkansas,Vaccination Status,Total Unvaccinated People,Provider Recommendation,Provider Recommended,June 27 – July 31,Monthly,27.3,21.9-33.4,298,0
Jurisdictional Estimates,Arkansas,Vaccination Status,Total Unvaccinated People,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,June 27 – July 31,Monthly,85.6,80.3-89.7,289,0
Jurisdictional Estimates,Arkansas,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,June 27 – July 31,Monthly,63.9,44.4-79.7,31,0
Jurisdictional Estimates,Arkansas,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,June 27 – July 31,Monthly,58.8,39.1-76.0,30,0
Jurisdictional Estimates,Arkansas,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,June 27 – July 31,Monthly,57,37.5-74.5,30,0
Jurisdictional Estimates,Arkansas,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Provider Recommendation,Provider Recommended,June 27 – July 31,Monthly,31.4,16.3-51.8,31,0
Jurisdictional Estimates,Arkansas,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,June 27 – July 31,Monthly,89.4,70.9-96.7,30,0
Jurisdictional Estimates,Arkansas,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,June 27 – July 31,Monthly,38.7,28.7-49.7,97,0
Jurisdictional Estimates,Arkansas,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,June 27 – July 31,Monthly,16.2,9.0-27.5,68,0
Jurisdictional Estimates,Arkansas,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,June 27 – July 31,Monthly,43.6,33.0-54.9,94,0
Jurisdictional Estimates,Arkansas,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Provider Recommendation,Provider Recommended,June 27 – July 31,Monthly,26,17.6-36.7,98,0
Jurisdictional Estimates,Arkansas,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,June 27 – July 31,Monthly,81,70.6-88.3,95,0
Jurisdictional Estimates,Arkansas,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,June 27 – July 31,Monthly,14.6,9.2-22.5,169,0
Jurisdictional Estimates,Arkansas,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,June 27 – July 31,Monthly,2.2,0.6-8.5,152,0
Jurisdictional Estimates,Arkansas,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,June 27 – July 31,Monthly,14.3,9.2-21.5,166,0
Jurisdictional Estimates,Arkansas,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Provider Recommendation,Provider Recommended,June 27 – July 31,Monthly,25.3,18.5-33.6,171,0
Jurisdictional Estimates,Arkansas,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,June 27 – July 31,Monthly,89.2,82.0-93.7,165,0
Jurisdictional Estimates,Arizona,Vaccination Status,Total Vaccinated People,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,June 27 – July 31,Monthly,38.1,34.2-42.2,884,0
Jurisdictional Estimates,Arizona,Vaccination Status,Total Vaccinated People,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,June 27 – July 31,Monthly,78.4,74.7-81.7,865,0
Jurisdictional Estimates,Arizona,Vaccination Status,Total Vaccinated People,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,June 27 – July 31,Monthly,77.5,73.7-80.8,869,0
Jurisdictional Estimates,Arizona,Vaccination Status,Total Vaccinated People,Provider Recommendation,Provider Recommended,June 27 – July 31,Monthly,37.1,33.2-41.2,882,0
Jurisdictional Estimates,Arizona,Vaccination Status,Total Vaccinated People,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,June 27 – July 31,Monthly,81.6,78.2-84.5,884,0
Jurisdictional Estimates,Arizona,Vaccination Status,Total Unvaccinated People,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,June 27 – July 31,Monthly,23.9,18.3-30.6,230,0
Jurisdictional Estimates,Arizona,Vaccination Status,Total Unvaccinated People,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,June 27 – July 31,Monthly,18.4,12.9-25.5,191,0
Jurisdictional Estimates,Arizona,Vaccination Status,Total Unvaccinated People,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,June 27 – July 31,Monthly,30.5,24.1-37.7,224,0
Jurisdictional Estimates,Arizona,Vaccination Status,Total Unvaccinated People,Provider Recommendation,Provider Recommended,June 27 – July 31,Monthly,19,13.8-25.6,230,0
Jurisdictional Estimates,Arizona,Vaccination Status,Total Unvaccinated People,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,June 27 – July 31,Monthly,87.5,81.5-91.8,226,0
Jurisdictional Estimates,Arizona,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,June 27 – July 31,Monthly,,,,1
Jurisdictional Estimates,Arizona,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,June 27 – July 31,Monthly,,,,1
Jurisdictional Estimates,Arizona,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,June 27 – July 31,Monthly,,,,1
Jurisdictional Estimates,Arizona,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Provider Recommendation,Provider Recommended,June 27 – July 31,Monthly,,,,1
Jurisdictional Estimates,Arizona,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,June 27 – July 31,Monthly,,,,1
Jurisdictional Estimates,Arizona,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,June 27 – July 31,Monthly,43.6,31.7-56.4,75,0
Jurisdictional Estimates,Arizona,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,June 27 – July 31,Monthly,30.8,19.0-45.7,58,0
Jurisdictional Estimates,Arizona,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,June 27 – July 31,Monthly,41.4,29.5-54.5,72,0
Jurisdictional Estimates,Arizona,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Provider Recommendation,Provider Recommended,June 27 – July 31,Monthly,27.4,17.4-40.2,76,0
Jurisdictional Estimates,Arizona,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,June 27 – July 31,Monthly,87.7,75.7-94.2,75,0
Jurisdictional Estimates,Arizona,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,June 27 – July 31,Monthly,10.7,6.3-17.7,132,0
Jurisdictional Estimates,Arizona,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,June 27 – July 31,Monthly,3.2,1.0-10.3,112,0
Jurisdictional Estimates,Arizona,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,June 27 – July 31,Monthly,16.7,10.7-25.2,130,0
Jurisdictional Estimates,Arizona,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Provider Recommendation,Provider Recommended,June 27 – July 31,Monthly,13.6,8.2-21.9,131,0
