PUMA Code,PUMA Name,State,Estimated hesitant,Estimated unsure or hesitant,Estimated strongly hesitant,Percent Hispanic,Percent non-Hispanic American Indian/Alaska Native,Percent non-Hispanic Asian,Percent non-Hispanic Black,Percent non-Hispanic Native Hawaiian/Pacific Islander,Percent non-Hispanic White
603741,"Los Angeles County (Central)--Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities",California,7.91,13.39,3.76,0.9512,0.0016,0.0048,0.0101,0.0009,0.0285
603742,"Los Angeles County (Central)--Huntington Park City, Florence-Graham & Walnut Park",California,8.08,13.21,3.86,0.9514,0.0009,0.0025,0.0316,0.0001,0.0102
603743,Los Angeles County (Central)--East Los Angeles,California,7.39,12.18,3.49,0.9633,0.0015,0.0103,0.0017,0.0002,0.021
603744,Los Angeles County (Central)--LA City (East Central/Central City & Boyle Heights),California,7.01,11.62,3.43,0.6572,0.0023,0.1394,0.0768,0.001,0.106
603745,Los Angeles County (Central)--LA City (Southeast/East Vernon),California,8.89,14.92,4.38,0.9038,0.0016,0.0058,0.0762,0.0005,0.0065
603746,Los Angeles County--LA City (Central/Univ. of Southern California & Exposition Park),California,7.34,12.35,3.53,0.619,0.0007,0.117,0.1453,0.0021,0.0981
603747,Los Angeles County (Central)--LA City (Central/West Adams & Baldwin Hills),California,6.62,10.92,3.25,0.4283,0.0009,0.0428,0.4104,0.0012,0.0851
603748,Los Angeles County--LA (Southwest/Marina del Rey & Westchester) & Culver City Cities,California,4.71,6.99,2.25,0.1963,0.0018,0.1258,0.1449,0.001,0.4802
603749,Los Angeles County (Central)--Inglewood City,California,7.06,11.51,3.42,0.5245,0.0033,0.0185,0.3799,0.0057,0.043
603750,Los Angeles County (South Central)--LA City (South Central/Westmont),California,7.97,13.43,3.82,0.6185,0.0017,0.0105,0.3378,0.0005,0.0155
603751,Los Angeles County (South Central)--LA City (South Central/Watts),California,9.04,15.28,4.4,0.7544,0.0035,0.0051,0.2224,0.0003,0.0062
603752,Los Angeles County (South)--South Gate & Lynwood Cities,California,7.76,12.69,3.72,0.9229,0.0018,0.0062,0.0392,0.0016,0.0257
603753,Los Angeles County (South)--Downey City,California,6.34,10.1,2.97,0.7471,0.0007,0.0677,0.0329,0.0011,0.1398
603754,Los Angeles County (Southeast)--La Mirada & Santa Fe Springs Cities,California,5.61,8.76,2.69,0.634,0.0035,0.1086,0.0139,0.0017,0.2152
603755,Los Angeles County (Southeast)--Norwalk City,California,5.96,9.27,2.83,0.6802,0.0017,0.1369,0.0509,0.0073,0.1104
603756,Los Angeles County (Southeast)--Bellflower & Paramount Cities,California,6.85,11.31,3.26,0.6759,0.0014,0.0759,0.1137,0.0051,0.1099
603757,Los Angeles County (South Central)--Compton City & West Rancho Dominguez,California,7.71,12.42,3.73,0.68,0.002,0.0088,0.2762,0.0021,0.0167
603758,"Los Angeles County (South Central)--Gardena, Lawndale Cities & West Athens",California,6.6,10.73,3.2,0.5043,0.001,0.1429,0.2365,0.007,0.085
603759,Los Angeles County (South Central)--Hawthorne City,California,7.59,12.2,3.66,0.5976,0.0012,0.0722,0.1902,0.0059,0.1064
603760,"Los Angeles County--Redondo Beach, Manhattan Beach & Hermosa Beach Cities",California,4.64,6.39,2.25,0.1304,0.0026,0.1191,0.0222,0.0008,0.6632
603761,Los Angeles County (South Central)--Torrance City,California,4.18,6.32,2.06,0.1979,0.003,0.3774,0.0273,0.0055,0.3444
603762,Los Angeles County (South Central)--Carson City,California,4.93,7.89,2.43,0.3694,0.0021,0.2817,0.2049,0.0216,0.0885
603763,Los Angeles County (South Central)--Long Beach City (North),California,6.61,10.71,3.19,0.5118,0.0027,0.1291,0.1702,0.0134,0.144
603764,"Los Angeles County (South)--Lakewood, Cerritos, Artesia & Hawaiian Gardens Cities",California,4.66,7.42,2.28,0.3225,0.0023,0.3217,0.0775,0.0071,0.2344
603765,Los Angeles County (Southeast)--Long Beach City (East),California,5.52,8.16,2.72,0.2119,0.0045,0.107,0.0551,0.0021,0.5792
603766,Los Angeles County (South)--Long Beach City (Southwest & Port),California,7.22,11.88,3.43,0.5414,0.003,0.1503,0.1325,0.011,0.1349
603767,Los Angeles County (South)--LA City (South/San Pedro),California,6.7,10.75,3.22,0.6249,0.0009,0.0884,0.0603,0.0048,0.1947
603768,Los Angeles County (Southwest)--Palos Verdes Peninsula,California,4.1,5.92,2.04,0.1581,0.0024,0.2393,0.0244,0.0045,0.5193
603769,Los Angeles County (Southeast)--Long Beach (Central) & Signal Hill Cities,California,6.14,10.31,2.93,0.4562,0.0024,0.1483,0.1285,0.0017,0.2365
603900,Madera County--Madera City,California,8.2,12.94,4.1,0.5777,0.0099,0.0194,0.0307,0.0009,0.3413
604101,Marin County (North & West)--Novato & San Rafael (North) Cities,California,4.76,6.93,2.38,0.1544,0.0025,0.0694,0.0228,0.0014,0.692
604102,"Marin County (Southeast)--San Rafael (South), Mill Valley & Sausalito Cities",California,5.17,7.56,2.61,0.1637,0.0011,0.0498,0.0201,0.0006,0.7259
604701,Merced County (West & South)--Los Banos & Livingston Cities,California,8.19,12.92,4.03,0.6608,0.0046,0.0457,0.0132,0.0029,0.2558
604702,Merced County (Northeast)--Merced & Atwater Cities,California,7.72,12.33,3.77,0.5505,0.0026,0.0914,0.0398,0.0018,0.2912
605301,"Monterey County (North Central)--Seaside, Monterey, Marina & Pacific Grove Cities",California,5.57,8.48,2.76,0.3233,0.0023,0.0755,0.0307,0.0092,0.5138
605302,Monterey County (Northeast)--Salinas City,California,7.41,11.84,3.62,0.7794,0.0017,0.0488,0.0127,0.001,0.1391
605303,Monterey (South & East) & San Benito Counties,California,7.72,12.14,3.81,0.7011,0.0021,0.0213,0.0241,0.0012,0.2325
605500,Napa County--Napa City,California,5.65,8.45,2.8,0.3405,0.0029,0.0802,0.0199,0.002,0.5243
605700,Nevada & Sierra Counties,California,7.26,10.7,3.63,0.0948,0.0043,0.0102,0.0047,0.0012,0.8523
605901,"Orange County (Southwest)--San Clemente, Laguna Niguel & San Juan Capistrano Cities",California,5.31,7.63,2.59,0.2028,0.0014,0.0586,0.0087,0.0016,0.6879
605902,Orange County (South Central)--Mission Viejo & Rancho Santa Margarita (West) Cities,California,5.07,7.12,2.56,0.1856,0.0014,0.1158,0.0174,0.0013,0.6394
605903,"Orange County (West Central)--Newport Beach, Aliso Viejo & Laguna Hills Cities",California,4.37,6.19,2.16,0.1227,0.0011,0.1433,0.0138,0.0006,0.6829
605904,Orange County (Central)--Irvine City (Central),California,4.18,6.54,2.04,0.129,0.0011,0.39,0.0176,0.0027,0.4148
605905,"Orange County (Northeast)--Lake Forest, Irvine (North) Cities & Silverado",California,4.92,7.19,2.43,0.2655,0.0024,0.2447,0.0175,0.0009,0.4318
605906,"Orange County (North)--Yorba Linda, La Habra & Brea Cities",California,5.32,7.8,2.58,0.3412,0.0015,0.1711,0.0152,0.0008,0.4436
605907,Orange County (North Central)--Fullerton & Placentia Cities,California,5.46,8.44,2.64,0.4018,0.002,0.2186,0.0208,0.0022,0.3252
605908,"Orange County (Northwest)--Buena Park, Cypress & Seal Beach Cities",California,4.78,7.29,2.39,0.2737,0.0021,0.2888,0.0337,0.0042,0.3644
605909,Orange County (North Central)--Anaheim City (West),California,5.62,8.98,2.71,0.517,0.0023,0.2065,0.0331,0.0076,0.2123
605910,Orange County (North Central)--Anaheim City (East),California,6.47,9.94,3.18,0.5621,0.0012,0.1382,0.0188,0.0034,0.2582
605911,Orange County (Central)--Orange & Villa Park Cities,California,5.72,8.57,2.82,0.3753,0.0023,0.1082,0.0128,0.002,0.4771
605912,"Orange County (Northwest)--Westminster, Stanton & Garden Grove (West) Cities",California,4.96,8.47,2.48,0.2993,0.0031,0.3964,0.0153,0.0046,0.2579
605913,Orange County (Northwest)--Garden Grove City (East),California,4.65,7.77,2.33,0.3858,0.0028,0.4309,0.0084,0.0032,0.1543
605914,Orange County (Northwest)--Huntington Beach City,California,5.53,8.08,2.7,0.2001,0.004,0.1219,0.0126,0.0036,0.6156
605915,Orange County (Southeast)--Rancho Santa Margarita City (East) & Ladera Ranch,California,4.71,6.5,2.4,0.1572,0.0022,0.1003,0.0129,0.0017,0.6745
605916,Orange County (Central)--Santa Ana City (West),California,6.07,9.92,2.98,0.7105,0.0012,0.1937,0.0072,0.0013,0.076
605917,Orange County (Central)--Santa Ana City (East),California,7.49,11.9,3.64,0.8193,0.0015,0.0502,0.0113,0.0036,0.1058
605918,Orange County (Central)--Costa Mesa & Fountain Valley Cities,California,5.98,8.9,2.93,0.2831,0.0015,0.1563,0.0122,0.0058,0.5075
606101,Placer County (Southwest)--Roseville City,California,5.74,8.38,2.85,0.1547,0.0026,0.1076,0.0205,0.0018,0.6731
606102,"Placer County (Central)--Rocklin, Lincoln Cities & Loomis Town",California,5.4,7.76,2.69,0.151,0.0029,0.0771,0.0161,0.0016,0.7102
606103,Placer County (East/High Country Region)--Auburn & Colfax Cities,California,6.28,9.16,3.13,0.1102,0.0054,0.0301,0.012,0.0009,0.8094
606501,"Riverside County (East)--Indio, Coachella, Blythe & La Quinta (East) Cities",California,6.59,10.55,3.2,0.7343,0.0019,0.0145,0.0289,0.0004,0.211
606502,"Riverside County (Central)--Cathedral City, Palm Springs & Rancho Mirage Cities",California,5.96,9.22,2.87,0.3749,0.0057,0.0495,0.0289,0.002,0.5209
606503,Riverside County (Southwest)--Temecula City,California,6.18,9.06,3.02,0.2785,0.0051,0.0884,0.0375,0.0047,0.538
606504,Riverside County (Southwest)--Murrieta & Wildomar Cities,California,7.38,10.91,3.61,0.3254,0.0047,0.0869,0.059,0.0071,0.4656
606505,"Riverside County (Southwest)--Menifee, Lake Elsinore & Canyon Lake Cities",California,6.74,10.39,3.29,0.4548,0.0032,0.0495,0.0487,0.0035,0.4095
606506,Riverside County (Southwest)--Hemet City & East Hemet,California,8.28,12.72,4.05,0.4198,0.0068,0.0437,0.0612,0.0055,0.4327
606507,"Riverside County (North Central)--San Jacinto, Beaumont, Banning & Calimesa Cities",California,6.85,10.63,3.34,0.4637,0.0191,0.0463,0.0647,0.0005,0.383
606508,Riverside County (Northwest)--Moreno Valley City,California,7.86,12.66,3.8,0.5829,0.0015,0.0602,0.1737,0.0029,0.1573
606509,"Riverside County (West Central)--Perris City, Temescal Valley & Mead Valley",California,7.5,11.86,3.61,0.6705,0.0011,0.0445,0.0855,0.0017,0.1795
606510,Riverside County (Northwest)--Riverside City (East),California,6.58,10.49,3.2,0.4694,0.0035,0.0965,0.0678,0.0026,0.3309
606511,Riverside County (Northwest)--Riverside City (West),California,7.69,12.12,3.67,0.6226,0.0032,0.0461,0.0495,0.0021,0.2542
606512,"Riverside County (West Central)--Corona City (South), Woodcrest & Home Gardens",California,6.14,9.27,3.02,0.4008,0.0027,0.1185,0.0651,0.0011,0.3834
606513,Riverside County (West Central)--Corona (Northwest) & Norco Cities,California,6.74,10.3,3.25,0.4814,0.0018,0.0796,0.0433,0.0039,0.3667
606514,Riverside County (Northwest)--Jurupa Valley & Eastvale Cities,California,6.81,10.48,3.37,0.5951,0.0008,0.1186,0.0485,0.0011,0.2083
606515,"Riverside County--Palm Desert, La Quinta (West) & Desert Hot Springs Cities",California,6.15,9.52,2.97,0.3464,0.0035,0.0345,0.036,0.0011,0.5559
606701,Sacramento County (North Central)--Citrus Heights City,California,7.77,11.66,3.74,0.1838,0.0033,0.0379,0.0377,0.001,0.6921
606702,Sacramento County (Central)--Rancho Cordova City,California,7.22,11.06,3.57,0.2039,0.004,0.1317,0.0935,0.007,0.491
606703,"Sacramento County (North Central)--Arden-Arcade, Carmichael & Fair Oaks (West)",California,6.96,10.37,3.37,0.1291,0.0026,0.0516,0.044,0.0047,0.7062
606704,"Sacramento County (North Central)--North Highlands, Foothill Farms & McClellan Park",California,9.76,15.27,4.81,0.2482,0.0048,0.0636,0.1271,0.0036,0.4838
606705,Sacramento County (Northwest)--Sacramento City (Northwest/Natomas),California,5.76,9.07,2.77,0.2913,0.0052,0.1973,0.1435,0.0095,0.2994
606706,"Sacramento County (North)--Sacramento City (North), Antelope & Rio Linda",California,8.58,13.42,4.23,0.2766,0.0038,0.1206,0.0985,0.0195,0.4399
606707,Sacramento County (West)--Sacramento City (Central/Downtown & Midtown),California,6.1,9.59,2.93,0.2229,0.0036,0.0884,0.068,0.0046,0.5623
606708,"Sacramento County--Sacramento City (Southeast/Fruitridge, Avondale & Depot Park)",California,7.11,11.8,3.46,0.3591,0.0047,0.2091,0.1085,0.0141,0.2484
606709,"Sacramento County--Sacramento City (Southwest/Pocket, Meadowview & North Laguna)",California,6.24,9.94,3.09,0.2606,0.002,0.2667,0.1735,0.031,0.2055
606710,Sacramento County (Central)--Elk Grove City,California,5.09,8.1,2.58,0.1901,0.0025,0.2786,0.1109,0.0171,0.3395
606711,"Sacramento County (South)--Galt, Isleton Cities & Delta Region",California,5.58,8.83,2.8,0.2662,0.0039,0.2034,0.0676,0.0106,0.3938
606712,"Sacramento County (Northeast)--Folsom City, Orangevale & Fair Oaks (East)",California,6.24,8.86,3.13,0.1206,0.0038,0.1234,0.0266,0.0033,0.6657
607101,San Bernardino County (Northeast)--Twentynine Palms & Barstow Cities,California,9.19,14.86,4.57,0.2801,0.0118,0.025,0.0826,0.0091,0.5485
607102,San Bernardino County (West Central)--Victorville & Adelanto Cities,California,9.2,14.91,4.57,0.5507,0.0023,0.0306,0.1541,0.0014,0.2298
607103,San Bernardino County (West Central)--Hesperia City & Apple Valley Town,California,8.43,13.26,4.1,0.4929,0.0067,0.0239,0.0579,0.0009,0.3936
607104,"San Bernardino County (Southwest)--Phelan, Lake Arrowhead & Big Bear City",California,7.78,11.75,3.84,0.3284,0.0044,0.0291,0.0433,0.0041,0.5677
607105,San Bernardino County (Southwest)--Redlands & Yucaipa Cities,California,6.08,9.14,2.99,0.3359,0.0025,0.0608,0.0387,0.0015,0.5324
607106,"San Bernardino County (Southwest)--Colton, Loma Linda & Grand Terrace Cities",California,7.01,11.29,3.41,0.5845,0.0021,0.0969,0.0661,0.0047,0.2257
607107,San Bernardino County (Southwest)--San Bernardino City (East),California,8.27,13.52,4.05,0.5712,0.0044,0.0576,0.1287,0.0083,0.2019
607108,San Bernardino County (Southwest)--San Bernardino City (West),California,8.31,13.77,4.03,0.7216,0.0015,0.026,0.1079,0.0022,0.1178
607109,San Bernardino County (Southwest)--Rialto City,California,7.58,12.11,3.71,0.727,0.0018,0.0362,0.1086,0,0.1126
607110,San Bernardino County (Southwest)--Fontana City (East),California,7.83,12.82,3.77,0.7934,0.0017,0.0294,0.0568,0.0016,0.1043
607111,San Bernardino County (Southwest)--Rancho Cucamonga City,California,5.93,8.97,2.89,0.378,0.0031,0.1254,0.0948,0.0027,0.3623
607112,San Bernardino County (Southwest)--Upland & Montclair Cities,California,6.49,10.17,3.16,0.5436,0.0028,0.0906,0.0428,0.0013,0.2898
607113,San Bernardino County (Southwest)--Ontario City,California,6.93,11.03,3.29,0.6999,0.0034,0.0643,0.0513,0.0018,0.1594
607114,San Bernardino County (Southwest)--Chino & Chino Hills Cities,California,5.34,8.06,2.59,0.4078,0.0025,0.2401,0.0442,0.0038,0.271
607115,San Bernardino County (Southwest)--Fontana City (West),California,6.68,10.48,3.19,0.6705,0.0026,0.0727,0.0978,0.0011,0.1281
607301,San Diego County (Northwest)--Oceanside City & Camp Pendleton,California,7.51,12.04,3.72,0.3615,0.0061,0.0602,0.0545,0.0075,0.4724
607302,"San Diego County (North & East)--Fallbrook, Alpine & Valley Center",California,6.85,10.22,3.38,0.2971,0.0311,0.0277,0.0159,0.0013,0.6015
607303,San Diego County (Northwest)--Vista City,California,7.74,11.56,3.77,0.4751,0.0034,0.0385,0.0286,0.0037,0.4273
607304,San Diego County (Northwest)--Carlsbad City,California,4.83,6.91,2.37,0.1584,0.0014,0.0778,0.0086,0.0018,0.7158
607305,San Diego County (Northwest)--San Marcos & Escondido (West) Cities,California,6.12,9.28,2.98,0.377,0.0049,0.0937,0.0233,0.0041,0.4587
607306,San Diego County (Northwest)--Escondido City (East),California,6.54,10.29,3.17,0.5112,0.0017,0.0627,0.0187,0.0036,0.3707
607307,"San Diego County (Central)--Lakeside, Winter Gardens & Ramona",California,7.03,10.35,3.49,0.207,0.0116,0.029,0.0154,0.0041,0.6992
607308,San Diego County (Central)--San Diego (Northeast/Rancho Bernardo) & Poway Cities,California,4.54,6.55,2.23,0.1359,0.0008,0.1977,0.0184,0.0023,0.5967
607309,San Diego County (West)--San Diego (Northwest/San Dieguito) & Encinitas Cities,California,4.32,6.01,2.14,0.1232,0.0031,0.1632,0.0131,0.0015,0.6534
607310,San Diego County (West)--San Diego City (Southwest/Central Coastal),California,5.75,8.58,2.77,0.1415,0.0024,0.0454,0.0275,0.0029,0.7436
607311,San Diego County (West Central)--San Diego City (Northwest/Del Mar Mesa),California,3.56,5.23,1.75,0.0891,0.0032,0.3532,0.0133,0.0022,0.4841
607312,San Diego County (Central)--San Diego City (Central/Mira Mesa & University Heights),California,5.03,8.17,2.49,0.1471,0.0032,0.3625,0.0329,0.0067,0.3978
607313,San Diego County (Central)--El Cajon & Santee Cities,California,8.23,12.51,4.12,0.2395,0.0028,0.0367,0.0419,0.0039,0.6306
607314,San Diego County (Central)--San Diego (East Central/Navajo) & La Mesa Cities,California,6.39,9.65,3.1,0.2049,0.0013,0.0864,0.0596,0.002,0.6009
607315,San Diego County (West Central)--San Diego City (Central/Clairemont & Kearny Mesa),California,5.84,9.08,2.81,0.2458,0.0023,0.1409,0.043,0.0029,0.5226
607316,San Diego County (South Central)--San Diego City (Central/Centre City & Balboa Park),California,6.74,10.54,3.16,0.3415,0.0033,0.0561,0.0647,0.0029,0.5003
607317,San Diego County (South Central)--San Diego City (Central/Mid-City),California,7.04,11.71,3.4,0.4146,0.0009,0.1355,0.1217,0.0026,0.2934
607318,San Diego County (South)--San Diego City (Southeast/Encanto & Skyline),California,6.81,11.1,3.27,0.5337,0.002,0.1805,0.1498,0.007,0.098
607319,"San Diego County (South Central)--Lemon Grove City, La Presa & Spring Valley",California,7.03,10.88,3.51,0.3808,0.0019,0.0761,0.1059,0.0063,0.3866
607320,San Diego County (Southwest)--Sweetwater Region--Chula Vista City (East),California,4.45,6.84,2.16,0.4891,0.0003,0.2242,0.0492,0.0029,0.1888
607321,San Diego County (Southwest)--Chula Vista (West) & National City Cities,California,6.92,11.37,3.36,0.7077,0.0011,0.0978,0.0335,0.0053,0.1399
607322,San Diego County (South)--San Diego City (South/Otay Mesa & South Bay),California,6.43,10.5,3.13,0.7052,0.0018,0.0881,0.0415,0.0063,0.1369
607501,San Francisco County (North & West)--Richmond District,California,4,6.01,1.97,0.0855,0.0014,0.3079,0.0512,0.0013,0.4891
607502,San Francisco County (North & East)--North Beach & Chinatown,California,3.52,5.41,1.78,0.0721,0.0016,0.3089,0.023,0.0017,0.5567
607503,San Francisco County (Central)--South of Market & Potrero,California,4.87,7.44,2.38,0.2316,0.0037,0.2927,0.0534,0.002,0.3708
607504,San Francisco County (Central)--Inner Mission & Castro,California,4.54,6.46,2.19,0.1592,0.0021,0.1467,0.0396,0.0013,0.5968
607505,San Francisco County (Central)--Sunset District (North),California,3.18,4.86,1.56,0.0832,0.0013,0.4455,0.019,0.0052,0.394
607506,San Francisco County (South Central)--Sunset District (South),California,3.43,5.61,1.73,0.1659,0.0012,0.4299,0.0465,0.0015,0.3103
607507,San Francisco County (South Central)--Bayview & Hunters Point,California,3.59,6.31,1.8,0.2663,0.0014,0.4726,0.117,0.0115,0.1063
607701,San Joaquin County (Central)--Stockton City (North),California,6.31,10.46,3.08,0.3321,0.0019,0.2395,0.1045,0.0072,0.2678
607702,San Joaquin County (Central)--Stockton City (South),California,7.54,12.71,3.73,0.5905,0.0018,0.1122,0.0977,0.0014,0.1628
607703,"San Joaquin County (South)--Tracy, Manteca & Lathrop Cities",California,6.72,10.37,3.35,0.3777,0.0025,0.1635,0.0512,0.0091,0.3423
607704,"San Joaquin County (North)--Lodi, Ripon & Escalon Cities",California,7.93,12.19,3.99,0.3981,0.0029,0.0749,0.0212,0.0022,0.4793
607901,San Luis Obispo County (West)--Coastal Region,California,6.18,9.47,3.08,0.2149,0.0045,0.048,0.0129,0.0012,0.6892
607902,San Luis Obispo County (East)--Inland Region,California,7.3,10.97,3.63,0.2416,0.0067,0.015,0.0245,0.0005,0.6884
608101,"San Mateo County (North Central)--Daly City, Pacifica Cities & Colma Town",California,3.76,6.12,1.93,0.2212,0.0013,0.4666,0.0286,0.0122,0.233
608102,"San Mateo County (North Central)--South San Francisco, San Bruno & Brisbane Cities",California,4.01,6.14,1.96,0.2971,0.0008,0.3771,0.0161,0.0189,0.247
608103,"San Mateo County (Central)--San Mateo (North), Burlingame & Millbrae Cities",California,4.12,6.03,2.05,0.1952,0.001,0.29,0.0149,0.0154,0.4309
608104,San Mateo County (South & West)--San Mateo (South) & Half Moon Bay Cities,California,4.13,5.77,2.11,0.1672,0.002,0.2724,0.0154,0.0087,0.4823
608105,"San Mateo County (East Central)--Redwood City, San Carlos & Belmont Cities",California,4.64,6.69,2.31,0.2372,0.0022,0.1736,0.0122,0.0063,0.5245
608106,"San Mateo County (Southeast)--Menlo Park, East Palo Alto Cities & Atherton Town",California,5.04,7.54,2.52,0.3519,0.0016,0.0974,0.0435,0.0191,0.4492
608301,Santa Barbara County (Northwest)--Santa Maria City & Orcutt,California,7.63,11.85,3.79,0.6542,0.0023,0.0402,0.0128,0.0004,0.2712
608302,"Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities",California,7.36,11.23,3.65,0.4764,0.0085,0.0387,0.028,0.0026,0.4159
608303,Santa Barbara County--South Coast Region,California,5.74,9.03,2.85,0.3159,0.0019,0.0698,0.0182,0.0003,0.5696
608501,"Santa Clara County (Northwest)--Mountain View, Palo Alto & Los Altos Cities",California,3.64,5.31,1.79,0.1107,0.0016,0.3132,0.0166,0.0015,0.508
608502,Santa Clara County (Northwest)--Sunnyvale & San Jose (North) Cities,California,3.65,5.31,1.79,0.1687,0.0022,0.4653,0.0163,0.0024,0.3015
608503,Santa Clara County (Northwest)--San Jose (Northwest) & Santa Clara Cities,California,3.89,5.82,1.95,0.1715,0.0008,0.4351,0.0331,0.0074,0.3114
