Geography Type,Geography,Group Name,Group Category,Indicator Name,Indicator Category,Time Period,Time Type,Estimate (%),95% CI (%),Sample Size,Suppression Flag
Jurisdictional Estimates,Georgia,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,June 27 – July 31,Monthly,27.7,24.0-31.7,1202,0
Jurisdictional Estimates,Hawaii,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,June 27 – July 31,Monthly,83.5,81.1-85.7,2005,0
Jurisdictional Estimates,Hawaii,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,June 27 – July 31,Monthly,2.3,1.6-3.4,2005,0
Jurisdictional Estimates,Hawaii,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,June 27 – July 31,Monthly,5.6,4.3-7.3,2005,0
Jurisdictional Estimates,Hawaii,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,June 27 – July 31,Monthly,8.5,7.0-10.4,2005,0
Jurisdictional Estimates,Iowa,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,June 27 – July 31,Monthly,63.1,58.6-67.4,832,0
Jurisdictional Estimates,Iowa,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,June 27 – July 31,Monthly,2.4,1.3-4.3,832,0
Jurisdictional Estimates,Iowa,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,June 27 – July 31,Monthly,12.2,9.3-15.9,832,0
Jurisdictional Estimates,Iowa,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,June 27 – July 31,Monthly,22.3,18.6-26.6,832,0
Jurisdictional Estimates,Idaho,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,June 27 – July 31,Monthly,53.3,49.4-57.1,963,0
Jurisdictional Estimates,Idaho,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,June 27 – July 31,Monthly,4.5,3.0-6.7,963,0
Jurisdictional Estimates,Idaho,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,June 27 – July 31,Monthly,13.1,10.5-16.4,963,0
Jurisdictional Estimates,Idaho,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,June 27 – July 31,Monthly,29.1,25.4-33.0,963,0
Jurisdictional Estimates,Illinois,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,June 27 – July 31,Monthly,73.2,70.7-75.6,2765,0
Jurisdictional Estimates,Illinois,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,June 27 – July 31,Monthly,3.3,2.4-4.5,2765,0
Jurisdictional Estimates,Illinois,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,June 27 – July 31,Monthly,11.1,9.4-13.1,2765,0
Jurisdictional Estimates,Illinois,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,June 27 – July 31,Monthly,12.4,10.7-14.4,2765,0
Jurisdictional Estimates,Indiana,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,June 27 – July 31,Monthly,57.6,51.9-63.1,639,0
Jurisdictional Estimates,Indiana,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,June 27 – July 31,Monthly,5.2,2.9-9.1,639,0
Jurisdictional Estimates,Indiana,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,June 27 – July 31,Monthly,12.9,9.2-17.9,639,0
Jurisdictional Estimates,Indiana,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,June 27 – July 31,Monthly,24.3,19.5-29.9,639,0
Jurisdictional Estimates,Kansas,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,June 27 – July 31,Monthly,65.1,60.9-69.1,886,0
Jurisdictional Estimates,Kansas,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,June 27 – July 31,Monthly,4.8,3.2-7.3,886,0
Jurisdictional Estimates,Kansas,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,June 27 – July 31,Monthly,10.1,7.6-13.3,886,0
Jurisdictional Estimates,Kansas,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,June 27 – July 31,Monthly,20,16.6-23.8,886,0
Jurisdictional Estimates,Kentucky,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,June 27 – July 31,Monthly,62.6,59.2-65.8,1471,0
Jurisdictional Estimates,Kentucky,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,June 27 – July 31,Monthly,4,2.8-5.7,1471,0
Jurisdictional Estimates,Kentucky,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,June 27 – July 31,Monthly,13.3,11.0-16.0,1471,0
Jurisdictional Estimates,Kentucky,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,June 27 – July 31,Monthly,20.1,17.4-23.1,1471,0
Jurisdictional Estimates,Louisiana,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,June 27 – July 31,Monthly,50.3,46.9-53.7,1519,0
Jurisdictional Estimates,Louisiana,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,June 27 – July 31,Monthly,5.9,4.3-7.9,1519,0
Jurisdictional Estimates,Louisiana,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,June 27 – July 31,Monthly,16.7,14.0-19.8,1519,0
Jurisdictional Estimates,Louisiana,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,June 27 – July 31,Monthly,27.1,23.9-30.6,1519,0
Jurisdictional Estimates,Massachusetts,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,June 27 – July 31,Monthly,82.5,78.9-85.6,1478,0
Jurisdictional Estimates,Massachusetts,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,June 27 – July 31,Monthly,3.6,2.2-5.8,1478,0
Jurisdictional Estimates,Massachusetts,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,June 27 – July 31,Monthly,5.1,3.4-7.5,1478,0
Jurisdictional Estimates,Massachusetts,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,June 27 – July 31,Monthly,8.8,6.6-11.7,1478,0
Jurisdictional Estimates,Maryland,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,June 27 – July 31,Monthly,75.6,72.3-78.7,1948,0
Jurisdictional Estimates,Maryland,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,June 27 – July 31,Monthly,3.2,2.1-5.0,1948,0
Jurisdictional Estimates,Maryland,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,June 27 – July 31,Monthly,10,8.0-12.5,1948,0
Jurisdictional Estimates,Maryland,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,June 27 – July 31,Monthly,11.1,8.9-13.8,1948,0
Jurisdictional Estimates,Maine,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,June 27 – July 31,Monthly,78.4,75.8-80.8,1884,0
Jurisdictional Estimates,Maine,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,June 27 – July 31,Monthly,1.7,1.0-2.7,1884,0
Jurisdictional Estimates,Maine,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,June 27 – July 31,Monthly,6.9,5.4-8.7,1884,0
Jurisdictional Estimates,Maine,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,June 27 – July 31,Monthly,13,11.1-15.3,1884,0
Jurisdictional Estimates,Michigan,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,June 27 – July 31,Monthly,63.6,55.2-71.2,415,0
Jurisdictional Estimates,Michigan,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,June 27 – July 31,Monthly,3.1,1.0-9.1,415,0
Jurisdictional Estimates,Michigan,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,June 27 – July 31,Monthly,9.4,5.3-16.1,415,0
Jurisdictional Estimates,Michigan,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,June 27 – July 31,Monthly,23.9,17.3-32.1,415,0
Jurisdictional Estimates,Minnesota,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,June 27 – July 31,Monthly,70.3,66.2-74.1,1170,0
Jurisdictional Estimates,Minnesota,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,June 27 – July 31,Monthly,3.9,2.4-6.3,1170,0
Jurisdictional Estimates,Minnesota,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,June 27 – July 31,Monthly,8,5.8-10.9,1170,0
Jurisdictional Estimates,Minnesota,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,June 27 – July 31,Monthly,17.8,14.6-21.5,1170,0
Jurisdictional Estimates,Missouri,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,June 27 – July 31,Monthly,57.8,52.1-63.3,703,0
Jurisdictional Estimates,Missouri,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,June 27 – July 31,Monthly,3.1,1.5-6.3,703,0
Jurisdictional Estimates,Missouri,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,June 27 – July 31,Monthly,16.6,12.6-21.7,703,0
Jurisdictional Estimates,Missouri,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,June 27 – July 31,Monthly,22.4,17.8-27.9,703,0
Jurisdictional Estimates,Mississippi,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,June 27 – July 31,Monthly,48.1,43.3-52.9,724,0
Jurisdictional Estimates,Mississippi,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,June 27 – July 31,Monthly,5.7,3.5-9.2,724,0
Jurisdictional Estimates,Mississippi,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,June 27 – July 31,Monthly,18.6,14.6-23.3,724,0
Jurisdictional Estimates,Mississippi,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,June 27 – July 31,Monthly,27.6,23.1-32.6,724,0
Jurisdictional Estimates,Montana,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,June 27 – July 31,Monthly,58.6,55.3-61.9,1382,0
Jurisdictional Estimates,Montana,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,June 27 – July 31,Monthly,2.9,2.0-4.4,1382,0
Jurisdictional Estimates,Montana,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,June 27 – July 31,Monthly,11.2,9.0-13.8,1382,0
Jurisdictional Estimates,Montana,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,June 27 – July 31,Monthly,27.3,24.2-30.5,1382,0
Jurisdictional Estimates,North Carolina,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,June 27 – July 31,Monthly,60.4,55.4-65.1,1055,0
Jurisdictional Estimates,North Carolina,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,June 27 – July 31,Monthly,3.2,1.7-5.9,1055,0
Jurisdictional Estimates,North Carolina,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,June 27 – July 31,Monthly,12.6,9.4-16.7,1055,0
Jurisdictional Estimates,North Carolina,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,June 27 – July 31,Monthly,23.8,19.5-28.7,1055,0
Jurisdictional Estimates,North Dakota,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,June 27 – July 31,Monthly,53.9,49.8-57.9,990,0
Jurisdictional Estimates,North Dakota,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,June 27 – July 31,Monthly,3.3,1.9-5.5,990,0
Jurisdictional Estimates,North Dakota,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,June 27 – July 31,Monthly,13.5,10.7-17.0,990,0
Jurisdictional Estimates,North Dakota,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,June 27 – July 31,Monthly,29.4,25.6-33.5,990,0
Jurisdictional Estimates,Nebraska,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,June 27 – July 31,Monthly,64.7,57.6-71.1,367,0
Jurisdictional Estimates,Nebraska,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,June 27 – July 31,Monthly,2.6,1.0-6.6,367,0
Jurisdictional Estimates,Nebraska,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,June 27 – July 31,Monthly,13.4,8.9-19.5,367,0
Jurisdictional Estimates,Nebraska,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,June 27 – July 31,Monthly,19.4,14.1-26.1,367,0
Jurisdictional Estimates,New Hampshire,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,June 27 – July 31,Monthly,74.4,71.1-77.4,1560,0
Jurisdictional Estimates,New Hampshire,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,June 27 – July 31,Monthly,2.8,1.8-4.4,1560,0
Jurisdictional Estimates,New Hampshire,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,June 27 – July 31,Monthly,6.8,5.2-9.0,1560,0
Jurisdictional Estimates,New Hampshire,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,June 27 – July 31,Monthly,15.9,13.3-18.8,1560,0
Jurisdictional Estimates,New Jersey,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,June 27 – July 31,Monthly,77.6,74.4-80.6,1510,0
Jurisdictional Estimates,New Jersey,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,June 27 – July 31,Monthly,3.9,2.6-5.7,1510,0
Jurisdictional Estimates,New Jersey,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,June 27 – July 31,Monthly,7.5,5.7-9.7,1510,0
Jurisdictional Estimates,New Jersey,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,June 27 – July 31,Monthly,11,8.8-13.7,1510,0
Jurisdictional Estimates,New Mexico,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,June 27 – July 31,Monthly,77.3,73.6-80.7,984,0
Jurisdictional Estimates,New Mexico,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,June 27 – July 31,Monthly,2,1.1-3.6,984,0
Jurisdictional Estimates,New Mexico,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,June 27 – July 31,Monthly,8,5.9-10.7,984,0
Jurisdictional Estimates,New Mexico,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,June 27 – July 31,Monthly,12.7,10.1-15.8,984,0
Jurisdictional Estimates,Nevada,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,June 27 – July 31,Monthly,63.9,60.1-67.4,1141,0
Jurisdictional Estimates,Nevada,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,June 27 – July 31,Monthly,4.1,2.7-6.1,1141,0
Jurisdictional Estimates,Nevada,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,June 27 – July 31,Monthly,15.3,12.5-18.4,1141,0
Jurisdictional Estimates,Nevada,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,June 27 – July 31,Monthly,16.8,14.0-20.1,1141,0
Jurisdictional Estimates,New York,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,June 27 – July 31,Monthly,73,69.8-75.9,2091,0
Jurisdictional Estimates,New York,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,June 27 – July 31,Monthly,4.2,3.0-5.9,2091,0
Jurisdictional Estimates,New York,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,June 27 – July 31,Monthly,13.5,11.2-16.1,2091,0
Jurisdictional Estimates,New York,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,June 27 – July 31,Monthly,9.4,7.4-11.7,2091,0
Jurisdictional Estimates,Ohio,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,June 27 – July 31,Monthly,59.1,51.1-66.7,445,0
Jurisdictional Estimates,Ohio,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,June 27 – July 31,Monthly,3.8,1.5-9.2,445,0
Jurisdictional Estimates,Ohio,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,June 27 – July 31,Monthly,12.4,7.8-19.1,445,0
Jurisdictional Estimates,Ohio,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,June 27 – July 31,Monthly,24.7,18.2-32.5,445,0
Jurisdictional Estimates,Oklahoma,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,June 27 – July 31,Monthly,58.5,55.2-61.7,1361,0
Jurisdictional Estimates,Oklahoma,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,June 27 – July 31,Monthly,3.1,2.0-4.7,1361,0
Jurisdictional Estimates,Oklahoma,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,June 27 – July 31,Monthly,12,9.9-14.5,1361,0
Jurisdictional Estimates,Oklahoma,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,June 27 – July 31,Monthly,26.4,23.4-29.6,1361,0
Jurisdictional Estimates,Oregon,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,June 27 – July 31,Monthly,70.6,67.3-73.6,1443,0
Jurisdictional Estimates,Oregon,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,June 27 – July 31,Monthly,3.5,2.3-5.1,1443,0
Jurisdictional Estimates,Oregon,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,June 27 – July 31,Monthly,9.4,7.5-11.8,1443,0
Jurisdictional Estimates,Oregon,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,June 27 – July 31,Monthly,16.6,14.1-19.4,1443,0
Jurisdictional Estimates,Pennsylvania,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,June 27 – July 31,Monthly,74.6,71.7-77.3,3649,0
Jurisdictional Estimates,Pennsylvania,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,June 27 – July 31,Monthly,1.9,1.2-2.9,3649,0
Jurisdictional Estimates,Pennsylvania,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,June 27 – July 31,Monthly,8.6,7.0-10.7,3649,0
Jurisdictional Estimates,Pennsylvania,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,June 27 – July 31,Monthly,14.9,12.7-17.4,3649,0
Jurisdictional Estimates,Puerto Rico,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,June 27 – July 31,Monthly,77.8,74.4-81.0,1753,0
Jurisdictional Estimates,Puerto Rico,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,June 27 – July 31,Monthly,3.7,2.4-5.6,1753,0
Jurisdictional Estimates,Puerto Rico,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,June 27 – July 31,Monthly,11.6,9.2-14.5,1753,0
Jurisdictional Estimates,Puerto Rico,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,June 27 – July 31,Monthly,6.9,5.1-9.3,1753,0
Jurisdictional Estimates,Rhode Island,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,June 27 – July 31,Monthly,77.1,71.2-82.1,574,0
Jurisdictional Estimates,Rhode Island,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,June 27 – July 31,Monthly,4.9,2.6-9.0,574,0
Jurisdictional Estimates,Rhode Island,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,June 27 – July 31,Monthly,8.3,5.2-12.9,574,0
Jurisdictional Estimates,Rhode Island,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,June 27 – July 31,Monthly,9.7,6.4-14.3,574,0
Jurisdictional Estimates,South Carolina,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,June 27 – July 31,Monthly,55.9,52.4-59.3,1524,0
Jurisdictional Estimates,South Carolina,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,June 27 – July 31,Monthly,5.1,3.6-7.2,1524,0
Jurisdictional Estimates,South Carolina,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,June 27 – July 31,Monthly,13.5,11.1-16.4,1524,0
Jurisdictional Estimates,South Carolina,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,June 27 – July 31,Monthly,25.5,22.3-28.9,1524,0
Jurisdictional Estimates,South Dakota,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,June 27 – July 31,Monthly,63.5,58.8-68.0,661,0
Jurisdictional Estimates,South Dakota,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,June 27 – July 31,Monthly,5.1,3.2-8.0,661,0
Jurisdictional Estimates,South Dakota,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,June 27 – July 31,Monthly,11.4,8.4-15.3,661,0
Jurisdictional Estimates,South Dakota,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,June 27 – July 31,Monthly,20,16.3-24.2,661,0
Jurisdictional Estimates,Tennessee,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,June 27 – July 31,Monthly,53.4,48.3-58.5,768,0
Jurisdictional Estimates,Tennessee,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,June 27 – July 31,Monthly,3.1,1.6-5.8,768,0
Jurisdictional Estimates,Tennessee,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,June 27 – July 31,Monthly,16.3,12.6-21.0,768,0
Jurisdictional Estimates,Tennessee,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,June 27 – July 31,Monthly,27.2,22.5-32.4,768,0
Jurisdictional Estimates,Texas,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,June 27 – July 31,Monthly,62.9,60.5-65.2,5372,0
Jurisdictional Estimates,Texas,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,June 27 – July 31,Monthly,3.8,2.9-5.0,5372,0
Jurisdictional Estimates,Texas,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,June 27 – July 31,Monthly,13.6,11.9-15.4,5372,0
Jurisdictional Estimates,Texas,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,June 27 – July 31,Monthly,19.7,17.8-21.9,5372,0
Jurisdictional Estimates,Utah,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,June 27 – July 31,Monthly,66,57.6-73.4,351,0
Jurisdictional Estimates,Utah,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,June 27 – July 31,Monthly,1.6,0.6-4.5,351,0
Jurisdictional Estimates,Utah,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,June 27 – July 31,Monthly,12.2,7.5-19.3,351,0
Jurisdictional Estimates,Utah,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,June 27 – July 31,Monthly,20.2,14.1-28.2,351,0
Jurisdictional Estimates,Virginia,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,June 27 – July 31,Monthly,72.2,67.9-76.0,1758,0
Jurisdictional Estimates,Virginia,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,June 27 – July 31,Monthly,3,1.8-5.1,1758,0
Jurisdictional Estimates,Virginia,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,June 27 – July 31,Monthly,9.4,7.0-12.6,1758,0
Jurisdictional Estimates,Virginia,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,June 27 – July 31,Monthly,15.4,12.3-19.1,1758,0
Jurisdictional Estimates,U.S. Virgin Islands,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,June 27 – July 31,Monthly,50.8,46.6-55.1,1044,0
