state,county,lat,lon,statefips,countyfips,maskdays,days,maskcoverage
NE, Hayes County, 40.524942, -101.061789, 31, 85, 0, 493, 0.0
NE, Hitchcock County, 40.176487, -101.042291, 31, 87, 0, 493, 0.0
NE, Holt County, 42.457287, -98.783852, 31, 89, 0, 493, 0.0
NE, Hooker County, 41.916416, -101.135336, 31, 91, 0, 493, 0.0
NE, Howard County, 41.220352, -98.5171, 31, 93, 0, 493, 0.0
NE, Jefferson County, 40.17566, -97.142716, 31, 95, 0, 493, 0.0
NE, Johnson County, 40.392486, -96.265087, 31, 97, 0, 493, 0.0
NE, Kearney County, 40.50245, -98.948023, 31, 99, 0, 493, 0.0
NE, Keith County, 41.199453, -101.661352, 31, 101, 0, 493, 0.0
NE, Keya Paha County, 42.863152, -99.703333, 31, 103, 0, 493, 0.0
NE, Kimball County, 41.197301, -103.714954, 31, 105, 0, 493, 0.0
NE, Knox County, 42.619858, -97.842386, 31, 107, 0, 493, 0.0
NE, Lancaster County, 40.78445, -96.687758, 31, 109, 0, 493, 0.0
NE, Lincoln County, 41.04685, -100.745244, 31, 111, 0, 493, 0.0
NE, Logan County, 41.566476, -100.482897, 31, 113, 0, 493, 0.0
NE, Loup County, 41.913933, -99.454427, 31, 115, 0, 493, 0.0
NE, McPherson County, 41.568168, -101.060675, 31, 117, 0, 493, 0.0
NE, Madison County, 41.916527, -97.60078, 31, 119, 0, 493, 0.0
NE, Merrick County, 41.171687, -98.037659, 31, 121, 0, 493, 0.0
NE, Morrill County, 41.720464, -103.010513, 31, 123, 0, 493, 0.0
NE, Nance County, 41.40221, -97.986612, 31, 125, 0, 493, 0.0
NE, Nemaha County, 40.392252, -95.849845, 31, 127, 0, 493, 0.0
NE, Nuckolls County, 40.176417, -98.047191, 31, 129, 0, 493, 0.0
NE, Otoe County, 40.653619, -96.134791, 31, 131, 0, 493, 0.0
NE, Pawnee County, 40.131438, -96.237062, 31, 133, 0, 493, 0.0
NE, Perkins County, 40.851821, -101.649569, 31, 135, 0, 493, 0.0
NE, Phelps County, 40.510066, -99.414532, 31, 137, 0, 493, 0.0
NE, Pierce County, 42.264271, -97.601288, 31, 139, 0, 493, 0.0
NE, Platte County, 41.554148, -97.49775, 31, 141, 0, 493, 0.0
NE, Polk County, 41.180417, -97.564025, 31, 143, 0, 493, 0.0
NE, Red Willow County, 40.176097, -100.476855, 31, 145, 0, 493, 0.0
NE, Richardson County, 40.131213, -95.717515, 31, 147, 0, 493, 0.0
NE, Rock County, 42.419881, -99.452942, 31, 149, 0, 493, 0.0
NE, Saline County, 40.524077, -97.140925, 31, 151, 0, 493, 0.0
NE, Sarpy County, 41.09578, -96.191434, 31, 153, 0, 493, 0.0
NE, Saunders County, 41.23997, -96.631747, 31, 155, 0, 493, 0.0
NE, Scotts Bluff County, 41.849947, -103.707973, 31, 157, 0, 493, 0.0
NE, Seward County, 40.872405, -97.139513, 31, 159, 0, 493, 0.0
NE, Sheridan County, 42.503546, -102.40896, 31, 161, 0, 493, 0.0
NE, Sherman County, 41.22062, -98.976174, 31, 163, 0, 493, 0.0
NE, Sioux County, 42.488372, -103.763281, 31, 165, 0, 493, 0.0
NE, Stanton County, 41.91687, -97.193919, 31, 167, 0, 493, 0.0
NE, Thayer County, 40.176289, -97.594916, 31, 169, 0, 493, 0.0
NE, Thomas County, 41.913395, -100.555854, 31, 171, 0, 493, 0.0
NE, Thurston County, 42.16269, -96.465888, 31, 173, 0, 493, 0.0
NE, Valley County, 41.567378, -98.981877, 31, 175, 0, 493, 0.0
NE, Washington County, 41.538152, -96.227012, 31, 177, 0, 493, 0.0
NE, Wayne County, 42.221033, -97.141094, 31, 179, 0, 493, 0.0
NE, Webster County, 40.17644, -98.499943, 31, 181, 0, 493, 0.0
NE, Wheeler County, 41.914622, -98.528182, 31, 183, 0, 493, 0.0
NE, York County, 40.872689, -97.597083, 31, 185, 0, 493, 0.0
NV, Churchill County, 39.537502, -118.335859, 32, 1, 418, 493, 0.85
NV, Clark County, 36.290071, -115.273973, 32, 3, 418, 493, 0.85
NV, Douglas County, 38.917844, -119.592824, 32, 5, 418, 493, 0.85
NV, Elko County, 41.059302, -115.179023, 32, 7, 418, 493, 0.85
NV, Esmeralda County, 37.83269, -117.622813, 32, 9, 418, 493, 0.85
NV, Eureka County, 39.828154, -116.220748, 32, 11, 418, 493, 0.85
NV, Humboldt County, 41.427528, -118.112079, 32, 13, 418, 493, 0.85
NV, Lander County, 39.937891, -117.026417, 32, 15, 418, 493, 0.85
NV, Lincoln County, 37.44862, -114.877511, 32, 17, 418, 493, 0.85
NV, Lyon County, 39.063313, -119.142168, 32, 19, 418, 493, 0.85
NV, Mineral County, 38.484891, -118.421303, 32, 21, 418, 493, 0.85
NV, Nye County, 38.426428, -116.5808, 32, 23, 418, 493, 0.85
NV, Pershing County, 40.428169, -118.404471, 32, 27, 418, 493, 0.85
NV, Storey County, 39.436109, -119.543841, 32, 29, 418, 493, 0.85
NV, Washoe County, 40.656874, -119.656301, 32, 31, 418, 493, 0.85
NV, White Pine County, 39.399443, -114.827133, 32, 33, 418, 493, 0.85
NV, Carson City, 39.164632, -119.724999, 32, 510, 418, 493, 0.85
NH, Belknap County, 43.519846, -71.41906, 33, 1, 148, 493, 0.3
NH, Carroll County, 43.78859, -71.198019, 33, 3, 148, 493, 0.3
NH, Cheshire County, 42.927619, -72.257161, 33, 5, 148, 493, 0.3
NH, Coos County, 44.70372, -71.298403, 33, 7, 148, 493, 0.3
NH, Grafton County, 43.913643, -71.827984, 33, 9, 148, 493, 0.3
NH, Hillsborough County, 42.918402, -71.789791, 33, 11, 148, 493, 0.3
NH, Merrimack County, 43.34315, -71.780441, 33, 13, 148, 493, 0.3
NH, Rockingham County, 42.975425, -71.205122, 33, 15, 148, 493, 0.3
NH, Strafford County, 43.279637, -71.050905, 33, 17, 148, 493, 0.3
NH, Sullivan County, 43.410371, -72.227306, 33, 19, 148, 493, 0.3
NJ, Atlantic County, 39.468017, -74.659468, 34, 1, 413, 493, 0.84
NJ, Bergen County, 40.941865, -74.029973, 34, 3, 413, 493, 0.84
NJ, Burlington County, 39.912932, -74.673284, 34, 5, 413, 493, 0.84
NM, Bernalillo County, 35.044079, -106.784721, 35, 1, 458, 493, 0.93
NJ, Camden County, 39.824674, -74.990236, 34, 7, 413, 493, 0.84
NJ, Cape May County, 39.033564, -74.879239, 34, 9, 413, 493, 0.84
NJ, Cumberland County, 39.298674, -75.134968, 34, 11, 413, 493, 0.84
NJ, Essex County, 40.790057, -74.244868, 34, 13, 413, 493, 0.84
NJ, Gloucester County, 39.768876, -75.184755, 34, 15, 413, 493, 0.84
NJ, Hudson County, 40.72429, -74.074545, 34, 17, 413, 493, 0.84
NJ, Hunterdon County, 40.568576, -74.928974, 34, 19, 413, 493, 0.84
NJ, Mercer County, 40.280843, -74.705223, 34, 21, 413, 493, 0.84
NJ, Middlesex County, 40.434519, -74.376623, 34, 23, 413, 493, 0.84
NJ, Monmouth County, 40.319115, -74.092018, 34, 25, 413, 493, 0.84
NJ, Morris County, 40.890666, -74.497532, 34, 27, 413, 493, 0.84
NJ, Ocean County, 39.896538, -74.226209, 34, 29, 413, 493, 0.84
NJ, Passaic County, 41.094551, -74.330195, 34, 31, 413, 493, 0.84
NJ, Salem County, 39.599547, -75.39585, 34, 33, 413, 493, 0.84
NJ, Somerset County, 40.562377, -74.619286, 34, 35, 413, 493, 0.84
NJ, Sussex County, 41.158765, -74.69023, 34, 37, 413, 493, 0.84
NJ, Union County, 40.661503, -74.308549, 34, 39, 413, 493, 0.84
NJ, Warren County, 40.905395, -74.939345, 34, 41, 413, 493, 0.84
NM, Colfax County, 36.605885, -104.646867, 35, 7, 458, 493, 0.93
NM, Catron County, 33.943396, -108.413565, 35, 3, 458, 493, 0.93
NM, Chaves County, 33.480169, -104.376061, 35, 5, 458, 493, 0.93
NM, Cibola County, 34.941919, -107.999635, 35, 6, 441, 493, 0.89
NM, Curry County, 34.544359, -103.305423, 35, 9, 458, 493, 0.93
NM, Grant County, 32.824168, -108.371276, 35, 17, 458, 493, 0.93
NM, De Baca County, 34.300548, -104.450375, 35, 11, 458, 493, 0.93
NM, Doña Ana County, 32.367828, -106.841989, 35, 13, 458, 493, 0.93
NM, Eddy County, 32.482393, -104.304374, 35, 15, 458, 493, 0.93
NM, Guadalupe County, 34.910124, -104.790689, 35, 19, 458, 493, 0.93
NM, Harding County, 35.815347, -103.65887, 35, 21, 458, 493, 0.93
NM, Lea County, 32.785343, -103.437844, 35, 25, 458, 493, 0.93
NM, Hidalgo County, 31.655568, -108.748996, 35, 23, 458, 493, 0.93
NM, Lincoln County, 33.782546, -105.445153, 35, 27, 458, 493, 0.93
NM, Los Alamos County, 35.885118, -106.329748, 35, 28, 458, 493, 0.93
NM, McKinley County, 35.654279, -108.261862, 35, 31, 441, 493, 0.89
NM, Luna County, 32.175625, -107.724884, 35, 29, 458, 493, 0.93
NM, Mora County, 36.017128, -104.957725, 35, 33, 458, 493, 0.93
NM, Quay County, 35.0407, -103.539367, 35, 37, 458, 493, 0.93
NM, Otero County, 32.608858, -105.832804, 35, 35, 458, 493, 0.93
NM, Rio Arriba County, 36.497375, -106.503053, 35, 39, 458, 493, 0.93
NM, Roosevelt County, 33.988534, -103.44346, 35, 41, 458, 493, 0.93
NM, San Juan County, 36.50089, -108.320603, 35, 45, 441, 493, 0.89
NM, Sandoval County, 35.608371, -106.865981, 35, 43, 458, 493, 0.93
NM, San Miguel County, 35.496334, -104.815936, 35, 47, 458, 493, 0.93
NM, Santa Fe County, 35.510907, -105.979662, 35, 49, 458, 493, 0.93
NM, Sierra County, 33.128809, -107.19251, 35, 51, 458, 493, 0.93
NM, Union County, 36.542813, -103.511764, 35, 59, 458, 493, 0.93
NM, Socorro County, 34.028695, -106.990433, 35, 53, 458, 493, 0.93
NM, Taos County, 36.606242, -105.665566, 35, 55, 458, 493, 0.93
NM, Torrance County, 34.650682, -105.819281, 35, 57, 458, 493, 0.93
NM, Valencia County, 34.707642, -106.80159, 35, 61, 458, 493, 0.93
NY, Cattaraugus County, 42.238266, -78.683934, 36, 9, 434, 493, 0.88
NY, Albany County, 42.598189, -73.973582, 36, 1, 434, 493, 0.88
NC, Alamance County, 36.04559, -79.399458, 37, 1, 322, 493, 0.65
NY, Allegany County, 42.258924, -78.027577, 36, 3, 434, 493, 0.88
NY, Bronx County, 40.853551, -73.874979, 36, 5, 434, 493, 0.88
NY, Broome County, 42.123608, -75.81214, 36, 7, 434, 493, 0.88
NY, Cayuga County, 42.916178, -76.594706, 36, 11, 434, 493, 0.88
NC, Alleghany County, 36.49777, -81.127232, 37, 5, 322, 493, 0.65
NY, Chautauqua County, 42.311925, -79.401077, 36, 13, 434, 493, 0.88
NY, Chemung County, 42.130759, -76.777232, 36, 15, 434, 493, 0.88
NY, Chenango County, 42.500114, -75.63567, 36, 17, 434, 493, 0.88
NY, Clinton County, 44.722283, -73.684875, 36, 19, 434, 493, 0.88
NY, Columbia County, 42.252826, -73.626331, 36, 21, 434, 493, 0.88
NY, Cortland County, 42.596836, -76.070256, 36, 23, 434, 493, 0.88
NC, Anson County, 34.965145, -80.107228, 37, 7, 322, 493, 0.65
NY, Delaware County, 42.196095, -74.975967, 36, 25, 434, 493, 0.88
NY, Dutchess County, 41.762221, -73.737988, 36, 27, 434, 493, 0.88
NY, Erie County, 42.735114, -78.729163, 36, 29, 434, 493, 0.88
NY, Essex County, 44.107116, -73.76278, 36, 31, 434, 493, 0.88
NY, Jefferson County, 43.996235, -76.061778, 36, 45, 434, 493, 0.88
NY, Franklin County, 44.672045, -74.296044, 36, 33, 434, 493, 0.88
NY, Fulton County, 43.110018, -74.422212, 36, 35, 434, 493, 0.88
NY, Genesee County, 43.001065, -78.193707, 36, 37, 434, 493, 0.88
NY, Greene County, 42.260867, -74.160907, 36, 39, 434, 493, 0.88
NC, Ashe County, 36.427219, -81.495572, 37, 9, 322, 493, 0.65
NY, Hamilton County, 43.666025, -74.505153, 36, 41, 434, 493, 0.88
NY, Herkimer County, 43.525998, -74.941319, 36, 43, 434, 493, 0.88
NY, Kings County, 40.652256, -73.956582, 36, 47, 434, 493, 0.88
NY, Lewis County, 43.755176, -75.411804, 36, 49, 434, 493, 0.88
NY, Niagara County, 43.335281, -78.770841, 36, 63, 434, 493, 0.88
NY, Livingston County, 42.730462, -77.780957, 36, 51, 434, 493, 0.88
NY, Madison County, 42.912898, -75.726806, 36, 53, 434, 493, 0.88
NC, Avery County, 36.095344, -81.925106, 37, 11, 322, 493, 0.65
NY, Monroe County, 43.310804, -77.67576, 36, 55, 434, 493, 0.88
NY, Montgomery County, 42.87945, -74.439578, 36, 57, 434, 493, 0.88
NY, Nassau County, 40.724878, -73.567583, 36, 59, 434, 493, 0.88
NY, New York County, 40.777048, -73.967596, 36, 61, 434, 493, 0.88
NC, Beaufort County, 35.48289, -76.81582, 37, 13, 322, 493, 0.65
NY, Oneida County, 43.219598, -75.402584, 36, 65, 434, 493, 0.88
NY, Onondaga County, 42.995766, -76.194668, 36, 67, 434, 493, 0.88
NY, Ontario County, 42.898106, -77.299917, 36, 69, 434, 493, 0.88
NY, Putnam County, 41.426283, -73.749532, 36, 79, 434, 493, 0.88
NY, Orange County, 41.393491, -74.272515, 36, 71, 434, 493, 0.88
NY, Orleans County, 43.381644, -78.230444, 36, 73, 434, 493, 0.88
NY, Oswego County, 43.475091, -76.208676, 36, 75, 434, 493, 0.88
NC, Bertie County, 36.070105, -76.930615, 37, 15, 322, 493, 0.65
NY, Otsego County, 42.661083, -75.064263, 36, 77, 434, 493, 0.88
NY, Queens County, 40.718804, -73.805154, 36, 81, 434, 493, 0.88
NY, Rensselaer County, 42.70512, -73.488591, 36, 83, 434, 493, 0.88
NY, Richmond County, 40.589886, -74.151842, 36, 85, 434, 493, 0.88
NY, Rockland County, 41.157708, -74.021455, 36, 87, 434, 493, 0.88
NY, St. Lawrence County, 44.493116, -75.056219, 36, 89, 434, 493, 0.88
NY, Saratoga County, 43.084547, -73.898811, 36, 91, 434, 493, 0.88
NC, Bladen County, 34.639088, -78.570051, 37, 17, 322, 493, 0.65
NY, Schenectady County, 42.826445, -74.054752, 36, 93, 434, 493, 0.88
NY, Schoharie County, 42.581162, -74.436906, 36, 95, 434, 493, 0.88
NY, Schuyler County, 42.390749, -76.826289, 36, 97, 434, 493, 0.88
NY, Seneca County, 42.834105, -76.853512, 36, 99, 434, 493, 0.88
NY, Steuben County, 42.288199, -77.388989, 36, 101, 434, 493, 0.88
NY, Suffolk County, 40.938789, -72.685211, 36, 103, 434, 493, 0.88
NC, Brunswick County, 34.045873, -78.201717, 37, 19, 322, 493, 0.65
NY, Sullivan County, 41.721358, -74.814437, 36, 105, 434, 493, 0.88
NY, Tioga County, 42.153328, -76.311001, 36, 107, 434, 493, 0.88
NY, Tompkins County, 42.463804, -76.461466, 36, 109, 434, 493, 0.88
NC, Alexander County, 35.926303, -81.173647, 37, 3, 322, 493, 0.65
NY, Ulster County, 41.878247, -74.223365, 36, 111, 434, 493, 0.88
NY, Warren County, 43.582377, -73.838691, 36, 113, 434, 493, 0.88
NY, Washington County, 43.315341, -73.427063, 36, 115, 434, 493, 0.88
NY, Wayne County, 43.321303, -77.043706, 36, 117, 434, 493, 0.88
NY, Westchester County, 41.222769, -73.753366, 36, 119, 434, 493, 0.88
NY, Wyoming County, 42.695845, -78.224435, 36, 121, 434, 493, 0.88
NC, Buncombe County, 35.622968, -82.500326, 37, 21, 322, 493, 0.65
NY, Yates County, 42.651332, -77.057851, 36, 123, 434, 493, 0.88
NC, Burke County, 35.747333, -81.725805, 37, 23, 322, 493, 0.65
NC, Cabarrus County, 35.36893, -80.547308, 37, 25, 322, 493, 0.65
NC, Caldwell County, 35.960836, -81.551088, 37, 27, 322, 493, 0.65
NC, Camden County, 36.276815, -76.056979, 37, 29, 322, 493, 0.65
NC, Carteret County, 34.850092, -76.492746, 37, 31, 322, 493, 0.65
NC, Caswell County, 36.393527, -79.333609, 37, 33, 322, 493, 0.65
NC, Catawba County, 35.685218, -81.220242, 37, 35, 322, 493, 0.65
NC, Chatham County, 35.708406, -79.28158, 37, 37, 322, 493, 0.65
NC, Cherokee County, 35.125724, -84.069533, 37, 39, 322, 493, 0.65
NC, Chowan County, 36.163742, -76.658955, 37, 41, 322, 493, 0.65
NC, Clay County, 35.067197, -83.729077, 37, 43, 322, 493, 0.65
NC, Cleveland County, 35.316739, -81.559815, 37, 45, 322, 493, 0.65
NC, Columbus County, 34.265853, -78.692861, 37, 47, 322, 493, 0.65
NC, Craven County, 35.228147, -77.144537, 37, 49, 322, 493, 0.65
NC, Cumberland County, 35.033901, -78.833317, 37, 51, 322, 493, 0.65
NC, Currituck County, 36.423201, -75.907085, 37, 53, 322, 493, 0.65
NC, Dare County, 35.662047, -75.655355, 37, 55, 322, 493, 0.65
NC, Davidson County, 35.815014, -80.208464, 37, 57, 322, 493, 0.65
NC, Davie County, 35.932368, -80.547856, 37, 59, 322, 493, 0.65
NC, Duplin County, 34.931802, -77.938151, 37, 61, 322, 493, 0.65
NC, Durham County, 36.007729, -78.87936, 37, 63, 322, 493, 0.65
NC, Edgecombe County, 35.908041, -77.613554, 37, 65, 322, 493, 0.65
NC, Forsyth County, 36.128399, -80.299845, 37, 67, 322, 493, 0.65
NC, Franklin County, 36.0791, -78.281519, 37, 69, 322, 493, 0.65
NC, Gaston County, 35.283385, -81.180282, 37, 71, 322, 493, 0.65
NC, Gates County, 36.440306, -76.680378, 37, 73, 322, 493, 0.65
NC, Graham County, 35.352086, -83.837881, 37, 75, 322, 493, 0.65
NC, Granville County, 36.302598, -78.656377, 37, 77, 322, 493, 0.65
NC, Greene County, 35.486438, -77.675909, 37, 79, 322, 493, 0.65
NC, Guilford County, 36.079347, -79.789037, 37, 81, 322, 493, 0.65
NC, Halifax County, 36.317309, -77.748478, 37, 83, 322, 493, 0.65
NC, Harnett County, 35.407075, -78.869302, 37, 85, 322, 493, 0.65
NC, Haywood County, 35.57379, -82.99968, 37, 87, 322, 493, 0.65
NC, Henderson County, 35.30987, -82.476285, 37, 89, 322, 493, 0.65
NC, Hertford County, 36.344989, -77.02772, 37, 91, 322, 493, 0.65
NC, Hoke County, 35.022652, -79.233106, 37, 93, 322, 493, 0.65
NC, Hyde County, 35.400316, -76.073423, 37, 95, 322, 493, 0.65
NC, Iredell County, 35.831535, -80.877443, 37, 97, 322, 493, 0.65
NC, Jackson County, 35.299286, -83.119008, 37, 99, 322, 493, 0.65
NC, Johnston County, 35.513217, -78.365643, 37, 101, 322, 493, 0.65
NC, Jones County, 35.044947, -77.378298, 37, 103, 322, 493, 0.65
NC, Lee County, 35.472274, -79.155213, 37, 105, 322, 493, 0.65
NC, Lenoir County, 35.219006, -77.656382, 37, 107, 322, 493, 0.65
NC, Lincoln County, 35.484245, -81.223851, 37, 109, 322, 493, 0.65
NC, McDowell County, 35.684019, -82.052303, 37, 111, 322, 493, 0.65
NC, Macon County, 35.156205, -83.422252, 37, 113, 322, 493, 0.65
NC, Madison County, 35.858604, -82.701512, 37, 115, 322, 493, 0.65
NC, Martin County, 35.831855, -77.138995, 37, 117, 322, 493, 0.65
NC, Mecklenburg County, 35.236548, -80.82891, 37, 119, 322, 493, 0.65
NC, Mitchell County, 36.023853, -82.127189, 37, 121, 322, 493, 0.65
NC, Montgomery County, 35.335924, -79.900061, 37, 123, 322, 493, 0.65
NC, Moore County, 35.300587, -79.476361, 37, 125, 322, 493, 0.65
NC, Nash County, 35.969654, -77.982357, 37, 127, 322, 493, 0.65
NC, New Hanover County, 34.208419, -77.850932, 37, 129, 322, 493, 0.65
NC, Northampton County, 36.402024, -77.320984, 37, 131, 322, 493, 0.65
NC, Onslow County, 34.683776, -77.415915, 37, 133, 322, 493, 0.65
NC, Orange County, 36.059232, -79.122623, 37, 135, 322, 493, 0.65
NC, Pamlico County, 35.085854, -76.790758, 37, 137, 322, 493, 0.65
NC, Pasquotank County, 36.302196, -76.28843, 37, 139, 322, 493, 0.65
NC, Pender County, 34.542936, -77.896377, 37, 141, 322, 493, 0.65
NC, Perquimans County, 36.169769, -76.404388, 37, 143, 322, 493, 0.65
NC, Person County, 36.39085, -78.971706, 37, 145, 322, 493, 0.65
NC, Pitt County, 35.603252, -77.34917, 37, 147, 322, 493, 0.65
NC, Polk County, 35.295708, -82.185734, 37, 149, 322, 493, 0.65
NC, Randolph County, 35.710958, -79.806142, 37, 151, 322, 493, 0.65
NC, Richmond County, 35.017872, -79.722314, 37, 153, 322, 493, 0.65
NC, Robeson County, 34.643046, -79.071404, 37, 155, 322, 493, 0.65
NC, Rockingham County, 36.395234, -79.775163, 37, 157, 322, 493, 0.65
NC, Rowan County, 35.638097, -80.559693, 37, 159, 322, 493, 0.65
NC, Rutherford County, 35.386641, -81.895681, 37, 161, 322, 493, 0.65
NC, Sampson County, 35.040166, -78.375725, 37, 163, 322, 493, 0.65
NC, Scotland County, 34.822542, -79.477651, 37, 165, 322, 493, 0.65
NC, Stanly County, 35.348736, -80.232532, 37, 167, 322, 493, 0.65
NC, Stokes County, 36.401745, -80.239599, 37, 169, 322, 493, 0.65
NC, Surry County, 36.414821, -80.687463, 37, 171, 322, 493, 0.65
NC, Swain County, 35.463492, -83.465761, 37, 173, 322, 493, 0.65
NC, Transylvania County, 35.202134, -82.794718, 37, 175, 322, 493, 0.65
NC, Tyrrell County, 35.872961, -76.189322, 37, 177, 322, 493, 0.65
NC, Union County, 34.992982, -80.536067, 37, 179, 322, 493, 0.65
NC, Vance County, 36.355701, -78.39887, 37, 181, 322, 493, 0.65
NC, Wake County, 35.777526, -78.655856, 37, 183, 322, 493, 0.65
NC, Warren County, 36.391749, -78.110937, 37, 185, 322, 493, 0.65
NC, Washington County, 35.839882, -76.568704, 37, 187, 322, 493, 0.65
NC, Watauga County, 36.227685, -81.715005, 37, 189, 322, 493, 0.65
NC, Wayne County, 35.369413, -77.983786, 37, 191, 322, 493, 0.65
NC, Wilkes County, 36.225586, -81.135641, 37, 193, 322, 493, 0.65
NC, Wilson County, 35.711457, -77.913589, 37, 195, 322, 493, 0.65
NC, Yadkin County, 36.150862, -80.665345, 37, 197, 322, 493, 0.65
NC, Yancey County, 35.903858, -82.304715, 37, 199, 322, 493, 0.65
ND, Adams County, 46.074042, -102.528564, 38, 1, 66, 493, 0.13
ND, Barnes County, 46.935958, -98.071569, 38, 3, 66, 493, 0.13
ND, Benson County, 48.108858, -99.48556, 38, 5, 66, 493, 0.13
ND, Billings County, 47.106116, -103.414204, 38, 7, 66, 493, 0.13
ND, Bottineau County, 48.816092, -100.833275, 38, 9, 66, 493, 0.13
ND, Bowman County, 46.112646, -103.520675, 38, 11, 66, 493, 0.13
ND, Burke County, 48.772758, -102.518221, 38, 13, 66, 493, 0.13
ND, Burleigh County, 46.980918, -100.460299, 38, 15, 66, 493, 0.13
ND, Cass County, 46.934013, -97.248044, 38, 17, 66, 493, 0.13
ND, Cavalier County, 48.771991, -98.464841, 38, 19, 66, 493, 0.13
ND, Dickey County, 46.109986, -98.504698, 38, 21, 66, 493, 0.13
ND, Divide County, 48.816368, -103.487325, 38, 23, 66, 493, 0.13
ND, Dunn County, 47.337708, -102.618258, 38, 25, 66, 493, 0.13
ND, Eddy County, 47.71737, -98.90162, 38, 27, 66, 493, 0.13
ND, Emmons County, 46.288252, -100.233574, 38, 29, 66, 493, 0.13
ND, Foster County, 47.457058, -98.882999, 38, 31, 66, 493, 0.13
ND, Golden Valley County, 46.909055, -103.849639, 38, 33, 66, 493, 0.13
ND, Grand Forks County, 47.933457, -97.4569, 38, 35, 66, 493, 0.13
ND, Grant County, 46.33289, -101.629557, 38, 37, 66, 493, 0.13
ND, Griggs County, 47.456646, -98.237081, 38, 39, 66, 493, 0.13
ND, Hettinger County, 46.455064, -102.460325, 38, 41, 66, 493, 0.13
ND, Kidder County, 46.979863, -99.780099, 38, 43, 66, 493, 0.13
ND, LaMoure County, 46.456917, -98.535465, 38, 45, 66, 493, 0.13
ND, Logan County, 46.457458, -99.477436, 38, 47, 66, 493, 0.13
ND, McHenry County, 48.240179, -100.63049, 38, 49, 66, 493, 0.13
ND, McIntosh County, 46.111768, -99.441215, 38, 51, 66, 493, 0.13
ND, McKenzie County, 47.67709, -103.455813, 38, 53, 66, 493, 0.13
ND, McLean County, 47.571818, -101.096445, 38, 55, 66, 493, 0.13
ND, Mercer County, 47.309602, -101.935386, 38, 57, 66, 493, 0.13
ND, Morton County, 46.710209, -101.075506, 38, 59, 66, 493, 0.13
ND, Mountrail County, 48.196944, -102.295325, 38, 61, 66, 493, 0.13
ND, Nelson County, 47.933659, -98.174902, 38, 63, 66, 493, 0.13
ND, Oliver County, 47.111301, -101.340371, 38, 65, 66, 493, 0.13
ND, Pembina County, 48.771848, -97.551796, 38, 67, 66, 493, 0.13
ND, Pierce County, 48.241045, -100.042698, 38, 69, 66, 493, 0.13
ND, Ramsey County, 48.271984, -98.674792, 38, 71, 66, 493, 0.13
ND, Ransom County, 46.456105, -97.65741, 38, 73, 66, 493, 0.13
ND, Renville County, 48.707334, -101.664982, 38, 75, 66, 493, 0.13
ND, Richland County, 46.253842, -96.953092, 38, 77, 66, 493, 0.13
ND, Rolette County, 48.772042, -99.840938, 38, 79, 66, 493, 0.13
ND, Sargent County, 46.108858, -97.630704, 38, 81, 66, 493, 0.13
ND, Sheridan County, 47.587397, -100.341378, 38, 83, 66, 493, 0.13
ND, Sioux County, 46.16802, -100.842344, 38, 85, 66, 493, 0.13
ND, Slope County, 46.454866, -103.459928, 38, 87, 66, 493, 0.13
ND, Stark County, 46.805578, -102.655071, 38, 89, 66, 493, 0.13
ND, Steele County, 47.456121, -97.724638, 38, 91, 66, 493, 0.13
ND, Stutsman County, 46.978731, -98.958861, 38, 93, 66, 493, 0.13
ND, Towner County, 48.685124, -99.245806, 38, 95, 66, 493, 0.13
ND, Traill County, 47.455429, -97.161523, 38, 97, 66, 493, 0.13
ND, Walsh County, 48.368986, -97.7214, 38, 99, 66, 493, 0.13
ND, Ward County, 48.153515, -101.541843, 38, 101, 66, 493, 0.13
ND, Wells County, 47.587108, -99.660963, 38, 103, 66, 493, 0.13
ND, Williams County, 48.332601, -103.40757, 38, 105, 66, 493, 0.13
OH, Adams County, 38.79613, -83.53373, 39, 1, 314, 493, 0.64
OH, Allen County, 40.774473, -84.023213, 39, 3, 320, 493, 0.65
OH, Ashland County, 40.876212, -82.26775, 39, 5, 314, 493, 0.64
OH, Ashtabula County, 41.894904, -80.762283, 39, 7, 314, 493, 0.64
OH, Athens County, 39.325837, -82.045128, 39, 9, 320, 493, 0.65
OH, Auglaize County, 40.583594, -84.293757, 39, 11, 314, 493, 0.64
OH, Belmont County, 40.010136, -80.988559, 39, 13, 314, 493, 0.64
OH, Brown County, 38.891376, -83.870287, 39, 15, 314, 493, 0.64
OH, Butler County, 39.437985, -84.575651, 39, 17, 329, 493, 0.67
OH, Carroll County, 40.578269, -81.089685, 39, 19, 314, 493, 0.64
OH, Champaign County, 40.134578, -83.769443, 39, 21, 314, 493, 0.64
OH, Clark County, 39.906841, -83.751647, 39, 23, 314, 493, 0.64
OH, Clermont County, 39.058574, -84.165131, 39, 25, 327, 493, 0.66
OH, Clinton County, 39.416344, -83.808369, 39, 27, 314, 493, 0.64
OH, Columbiana County, 40.748665, -80.754231, 39, 29, 314, 493, 0.64
OH, Coshocton County, 40.303836, -81.920009, 39, 31, 314, 493, 0.64
OH, Crawford County, 40.849038, -82.919788, 39, 33, 314, 493, 0.64
OH, Cuyahoga County, 41.633689, -81.729852, 39, 35, 329, 493, 0.67
OH, Darke County, 40.134129, -84.619356, 39, 37, 314, 493, 0.64
